Name,date,Open,High,Low,Close,volume
MYL,3-3-21,56.76,57.2,55.002,55,6511135
M,3-3-21,63.89,64.14,63,63,2944641
NAVI,3-3-21,19.4,20.18,19.15,20,4902313
NBL,3-3-21,46.78,47.58,46.43,47,4292301
NCLH,3-3-21,50.8,50.9,49.91,50,1033634
NDAQ,3-3-21,50.9,51.13,50.21,51,646853
NEE,3-3-21,101.24,102.16,100.57,102,2009136
NEM,3-3-21,25.93,26.335,25.52,26,7914920
NFLX,3-3-21,68.3442,68.4564,67.5071,68,7426608
NFX,3-3-21,32.64,33.55,32.48,33,3609225
NI,3-3-21,42.3,42.63,42.015,43,1136543
NKE,3-3-21,49.22,49.235,48.56,49,7038466
NLSN,3-3-21,44.59,45.165,44.39,45,2169234
ICE,1-22-22,49.022,50.3419,48.712,50,5004430
IDXX,1-22-22,66.01,66.47,63.66,66,1600615
IFF,1-22-22,113.46,114.96,112.867,114,411351
ILMN,1-22-22,172.71,177.555,170.78,177,1586545
INCY,1-22-22,75.5,80.32,75.28,79,1889437
INFO,1-22-22,27.28,28.37,27.28,28,1356994
INTC,1-22-22,30.12,30.24,29.51,30,25326490
INTU,1-22-22,93.07,94,92.2,94,1076526
IPG,1-22-22,22,22.28,21.86,22,5325755
IP,1-22-22,36.03,36.8,36.03,36,3713832
IQV,1-22-22,63.09,63.67,62.34,64,850803
IRM,1-22-22,25.17,25.7,25.15,26,1123378
IR,1-22-22,49.41,50.82,49.32,50,1786493
ISRG,1-22-22,189.6265,193.3331,185.3165,189,2243280
ITW,1-22-22,82.76,83.21,81.51,82,2039506
IT,1-22-22,83.23,84.2,82.74,84,713699
IVZ,1-22-22,28.96,29.54,28.89,29,4155949
JBHT,1-22-22,67.68,68.96,67.47,68,1689070
JCI,1-22-22,31.801,32.2042,31.6126,32,2124423
JEC,1-22-22,37.41,38.41,36.9,37,973843
JNJ,1-22-22,97.02,97.085,95.95,97,8379951
JNPR,1-22-22,26.05,26.17,25.94,26,5151459
JPM,1-22-22,56.44,57.16,56.3,57,22732187
JWN,1-22-22,48.3,49.1,47.55,48,4241226
KEY,1-22-22,11.36,11.57,11.26,11,20038194
KHC,1-22-22,73.6,74.5,72.51,74,3111765
KIM,1-22-22,26.38,26.835,26.27,27,4438682
KLAC,1-22-22,65.64,65.87,64.67,65,995274
KMB,1-22-22,125.79,127.28,124.59,127,2373055
KMI,1-22-22,14.92,15.82,14.65,15,62530767
KMX,1-22-22,46.58,46.85,45.46,46,2392170
KORS,1-22-22,38.06,38.78,37.89,38,2044122
KO,1-22-22,41.64,42.2385,41.45,42,15209235
KR,1-22-22,37.55,37.885,36.83,37,13226182
KSS,1-22-22,47.16,48.22,47.16,48,2278186
KSU,1-22-22,70.28,72.21,66.06,67,4636696
K,1-22-22,70.66,71.82,70.28,72,1366213
LB,1-22-22,94.32,96.01,93.64,96,2703334
LEG,1-22-22,39.28,39.97,38.945,39,879839
LEN,1-22-22,41.0882,42.3039,40.8431,41,3207013
LH,1-22-22,109.93,113.35,109.93,113,1175582
LKQ,1-22-22,26.69,26.97,26.19,27,1649806
LLL,1-22-22,109.89,111.6,109.89,112,422400
LLY,1-22-22,82.4,83.16,81.91,82,3456326
LMT,1-22-22,213.71,213.71,211.01,212,1517930
LNC,1-22-22,39.65,40.36,39.375,40,2814444
LNT,1-22-22,30.88,31.6075,30.81,32,1221628
LOW,1-22-22,70.36,70.9,70.19,71,5722243
LRCX,1-22-22,69.55,70.46,68.17,69,2285978
LUK,1-22-22,16.8,17.025,16.66,17,1972180
LUV,1-22-22,40,40.1,38.855,39,7001676
LYB,1-22-22,77.43,80,77.13,78,6191412
L,1-22-22,34.99,35.15,34.53,35,1018522
MAA,1-22-22,90.32,91.95,88.98,91,678841
MAC,1-22-22,76.81,79.15,76.57,79,1027446
MAR,1-22-22,62.58,63.61,61.61,62,4769659
MAS,1-22-22,25.55,26.19,25.41,26,5461036
MAT,1-22-22,26.11,26.45,25.95,26,3678864
MA,1-22-22,87.73,88.83,87.4,88,4912526
MCD,1-22-22,118.44,118.75,117.37,118,9016579
MCHP,1-22-22,44.29,44.55,42.37,43,4085276
MCK,1-22-22,172.3,173.64,169.57,170,2408329
MCO,1-22-22,87.29,88.46,86.92,88,1111850
MDLZ,1-22-22,41.09,41.735,40.4,42,9511100
MDT,1-22-22,75.38,75.95,75.31,76,6109140
MET,1-22-22,43.61,44.2801,43.58,44,8436996
MGM,1-22-22,19.5,19.77,19.01,19,6053045
MHK,1-22-22,168,170.33,165.29,167,642320
MKC,1-22-22,80.45,81.79,80.16,82,1130750
MLM,1-22-22,120.58,126.16,120.58,124,1029737
MMC,1-22-22,52.03,52.48,51.86,52,1577334
MMM,1-22-22,140.14,140.43,138.0832,140,2979077
MNST,1-22-22,46.5266,48.1366,45.9333,48,4963170
MON,1-22-22,92.32,93.2916,91.52,92,3188437
MOS,1-22-22,25.25,26.23,23.365,24,9015752
MO,1-22-22,58.15,58.41,57.52,58,6449261
MPC,1-22-22,40.69,43.98,40.5,43,9569587
MRK,1-22-22,51.44,51.74,50.95,51,10812785
MRO,1-22-22,10.19,10.63,8.64,9,38960090
MSFT,1-22-22,51.41,52.33,51.26,52,37555789
MSI,1-22-22,61.56,62.115,61.41,62,741190
MS,1-22-22,25.26,25.98,25.18,26,22498441
MTB,1-22-22,103.74,105.32,102.19,105,1776102
MTD,1-22-22,310.1,323.15,310.1,316,335970
MU,1-22-22,11.18,11.57,10.88,11,35091286
MYL,1-22-22,52.6,53.41,51.94,53,3625116
M,1-22-22,41,41.8,40.6,41,8390953
NAVI,1-22-22,9.34,9.589,9.08,9,5801973
NBL,1-22-22,29.69,30.22,28.14,29,6668879
NCLH,1-22-22,48.68,49.77,47.53,48,1923407
NDAQ,1-22-22,56.66,57.93,55.46,58,999363
NEE,1-22-22,105.8,106.68,105.01,107,2350146
NEM,1-22-22,16.43,16.93,16.27,17,5609485
NFLX,1-22-22,104.7225,104.99,99.22,101,26821771
NFX,1-22-22,26.6,27.73,25.35,26,7334851
NI,1-22-22,19.73,20.335,19.54,20,2744644
NKE,1-22-22,61.29,61.47,60.59,61,8430089
NLSN,1-22-22,44.65,45.34,44.31,45,3454786
NOC,1-22-22,183.23,184.45,182.01,184,857305
NOV,1-22-22,31.58,31.96,30.44,31,6998379
NRG,1-22-22,10.04,10.24,9.73,10,8052839
NSC,1-22-22,71.28,71.65,68.58,69,2322110
NTAP,1-22-22,21.79,22.14,21.34,22,3072498
NTRS,1-22-22,60.59,61.02,59.69,60,3475318
NUE,1-22-22,35.64,35.86,35.02,35,2835952
NVDA,1-22-22,28.33,28.64,28.27,28,6450312
NWL,1-22-22,37.39,37.8,36.59,37,3676142
NWSA,1-22-22,12.7,12.72,12.525,13,2533062
NWS,1-22-22,12.96,13.07,12.87,13,1106146
OKE,1-22-22,23.65,25.15,23.25,25,8187972
OMC,1-22-22,69.7,71,69.25,71,1601168
ORCL,1-22-22,34.55,34.99,34.53,35,15892665
ORLY,1-22-22,239.55,240.54,236.9,239,589454
OXY,1-22-22,63.53,64.39,61.44,64,7590085
O,1-22-22,52.99,54.2,52.88,54,1816632
PAYX,1-22-22,48.19,48.835,47.86,48,4049831
PBCT,1-22-22,14.35,14.48,13.778,14,9265158
PCAR,1-22-22,46.68,47.53,46.18,47,2810334
PCG,1-22-22,51.98,52.39,51.5,52,3674691
PCLN,1-22-22,1111.83,1126.57,1104.14,1118,736024
PDCO,1-22-22,39.71,40.42,39.41,40,1280453
PEG,1-22-22,39.47,40.17,39.1,40,4937808
PEP,1-22-22,94.88,96.29,94.1207,96,6946648
PFE,1-22-22,31,31.25,30.67,31,31444403
PFG,1-22-22,37.77,38.37,37.53,38,1983000
PGR,1-22-22,29.93,30.0575,29.68,30,3036996
PG,1-22-22,77.4,77.97,76.55,77,9465794
PHM,1-22-22,16.27,17.02,16.27,17,9746022
PH,1-22-22,89.63,91.54,88.69,90,1547659
PKG,1-22-22,57.08,58.145,56.55,58,1673885
PKI,1-22-22,48.12,49.15,47.75,49,718164
PLD,1-22-22,38.14,38.83,38.09,39,2648778
PM,1-22-22,86.75,87.17,85.8,87,3677212
PNC,1-22-22,85.79,86.27,84.78,86,2097501
PNR,1-22-22,44.26,45.27,43.36,44,2003501
PNW,1-22-22,63.46,64.23,62.98,64,1351511
PPG,1-22-22,92.79,94.81,92.33,93,1860686
PPL,1-22-22,33.46,34.1,33.24,34,4789717
PRGO,1-22-22,147.68,152.36,147.43,149,3667151
PRU,1-22-22,69.43,70.3,69,70,3497242
PSA,1-22-22,242.79,249.22,242.6,248,778489
PSX,1-22-22,78.45,80.9,77.6,80,4035575
PVH,1-22-22,69.75,70.459,68.67,70,728941
PWR,1-22-22,18.03,18.45,17.795,18,4139517
PXD,1-22-22,117.3,117.9,112.43,114,4163953
PX,1-22-22,99.4,99.69,97.64,98,1746780
PYPL,1-22-22,31.65,31.97,31.54,32,9443981
QCOM,1-22-22,47.81,48.28,47.44,48,12154853
QRVO,1-22-22,38.81,41.15,38.26,41,2804693
RCL,1-22-22,88.25,88.34,85.46,86,2735638
REGN,1-22-22,469.43,484.57,464.23,483,821119
REG,1-22-22,69.07,70.5,68.685,70,860472
RE,1-22-22,171.4,172.99,170.24,172,283369
RF,1-22-22,7.96,8.1,7.91,8,17985400
RHI,1-22-22,42.57,43.51,42.3,43,1722257
RHT,1-22-22,71.33,72.82,71.29,72,1539150
RJF,1-22-22,45.34,46.12,45.14,45,1568954
RL,1-22-22,107.84,109.7,105.98,107,1042956
RMD,1-22-22,57.62,60,57.38,58,4048413
ROK,1-22-22,91.45,92.46,89.94,92,883342
ROP,1-22-22,171.28,172.23,167.58,169,532688
ROST,1-22-22,52.96,54.27,52.74,54,2638154
RRC,1-22-22,27.05,28.14,25.29,27,9310446
RSG,1-22-22,42.66,43.13,42.55,43,3710702
RTN,1-22-22,118.7,119.18,117.32,118,2208657
SBAC,1-22-22,88.9,94.34,88.9,94,2725609
SBUX,1-22-22,57.55,59.4,57.41,59,32820193
SCG,1-22-22,60.39,61.23,59.88,61,814724
SCHW,1-22-22,25.11,25.895,24.775,26,20091699
SEE,1-22-22,40.46,40.99,40.05,41,1163997
SHW,1-22-22,248.43,254.1,247.07,250,962929
SIG,1-22-22,120.86,123.34,120.15,123,776778
SJM,1-22-22,120.38,122.97,119.955,123,1182414
SLB,1-22-22,64.52,66.25,62.97,65,19387708
SLG,1-22-22,98.16,102.99,98.16,102,1570781
SNA,1-22-22,152.14,154.25,150.59,153,630275
SNI,1-22-22,58.14,59.2,58.03,59,1010013
SNPS,1-22-22,41.14,41.74,40.88,42,1077984
SO,1-22-22,46.79,47.38,46.56,47,6018970
SPGI,1-22-22,83.46,85.55,83.14,86,1430399
SPG,1-22-22,185.1,188.13,184.52,187,1208931
SRCL,1-22-22,115.95,118.31,115.49,118,396202
SRE,1-22-22,91.68,93.85,91.39,94,1393335
STI,1-22-22,36.64,36.76,35.11,35,9779618
STT,1-22-22,55.51,56.35,55.14,56,2829461
STX,1-22-22,28.24,28.507,27.03,28,8350589
STZ,1-22-22,145.27,149.23,145.06,149,2077410
SWKS,1-22-22,65,67.42,64.97,67,5714318
SWK,1-22-22,94.46,95.43,92.63,94,1682997
SYF,1-22-22,29.3,29.44,28.75,29,16868443
SYK,1-22-22,92.59,93.95,92.43,94,1731062
SYMC,1-22-22,19.26,19.47,19.16,19,5319953
SYY,1-22-22,39.77,39.77,39.33,40,4371974
TAP,1-22-22,87.91,90.1,87.86,89,1702655
TDG,1-22-22,219.16,223.065,218.48,223,456343
TEL,1-22-22,58.4,58.84,57.74,58,4071876
TGT,1-22-22,69.18,69.98,69.14,70,3740831
TIF,1-22-22,62.11,62.44,61.3,62,4367488
TJX,1-22-22,68.72,69.78,68.59,69,3324963
TMK,1-22-22,52.56,53.29,52.37,53,772188
TMO,1-22-22,133.59,135.4,132.92,135,1930040
TPR,1-22-22,33.16,33.44,31.88,32,5162553
TRIP,1-22-22,70.68,72.45,69.77,71,1009838
TROW,1-22-22,66.77,67.44,66.28,67,1650778
TRV,1-22-22,103.63,103.9,102.08,103,2483713
TSCO,1-22-22,85.4,85.42,83.885,85,1074432
TSN,1-22-22,51.56,51.73,50.77,51,3328851
TSS,1-22-22,46.04,46.27,45.23,45,2118929
TWX,1-22-22,70.48,71.335,70.2701,71,4657790
TXN,1-22-22,50.84,51.23,50.14,50,6335554
TXT,1-22-22,37,37.46,36.77,37,1803348
T,1-22-22,34.88,35.18,34.7,35,33139786
UAA,1-22-22,34.92,35.405,34.5625,35,6635542
UAL,1-22-22,45.93,47.73,45.93,47,8290083
UDR,1-22-22,35.22,35.845,34.96,36,1327984
UHS,1-22-22,107.6,108.53,105.88,108,821313
ULTA,1-22-22,177.95,180.16,175.55,180,1041381
UNH,1-22-22,114.67,115.15,113.89,114,3622152
UNM,1-22-22,28.17,28.62,27.915,28,2497916
UNP,1-22-22,71.34,72.35,68.43,70,15358573
UPS,1-22-22,90.27,90.69,89.308,90,2865982
URI,1-22-22,57.14,59.65,55.87,58,2617808
USB,1-22-22,39.3,39.63,39.03,39,8942919
UTX,1-22-22,86.95,87.38,85.88,86,4647420
VAR,1-22-22,75.58,76.43,74.91,76,839723
VFC,1-22-22,57.75,58.19,57.02,58,2801720
VIAB,1-22-22,42.56,43.956,42.5,43,4969028
VLO,1-22-22,65.09,68.49,64.72,68,9274746
VMC,1-22-22,83.73,88.07,83.71,85,1289782
VNO,1-22-22,90.03,91.56,90.02,91,1288854
VRSK,1-22-22,71.56,71.94,70.75,71,1128232
VRSN,1-22-22,75,75.27,74.2799,75,666731
VRTX,1-22-22,97,97.81,93.65,95,2572854
VTR,1-22-22,54.78,56.35,54.43,56,3808712
VZ,1-22-22,46.41,47.12,46,47,23075653
V,1-22-22,72.67,73.18,72.13,73,8652558
WAT,1-22-22,125.66,127.24,124.7,127,496131
WBA,1-22-22,80.63,81.09,79.61,81,3449158
WDC,1-22-22,45.23,45.88,43.94,45,5539086
WEC,1-22-22,52.75,53.72,52.395,54,2685758
WFC,1-22-22,49.03,49.27,48.56,49,18298681
WHR,1-22-22,135.97,137.46,130.99,134,1581169
WLTW,1-22-22,111.88,112.949,110.19,112,745066
WMB,1-22-22,16.91,19.85,16.87,20,29937025
WMT,1-22-22,62.44,63.26,62.13,63,9197462
WM,1-22-22,52.53,53.14,52.2925,53,2244625
WRK,1-22-22,37.25,38.18,36.91,38,1873201
WU,1-22-22,17.26,17.42,17.11,17,6242140
WYNN,1-22-22,59,60.79,57.96,59,3590006
WYN,1-22-22,66.99,67.69,66.29,67,1149533
WY,1-22-22,25.36,25.63,24.99,25,4667122
XEC,1-22-22,84.8,87.02,81.17,84,2023222
XEL,1-22-22,36.31,36.67,36.01,37,4530973
XLNX,1-22-22,47.51,47.79,47.19,48,3715586
XL,1-22-22,35.48,35.55,35.08,35,2366274
XOM,1-22-22,76.42,76.77,74.72,77,22530323
XRAY,1-22-22,56.82,57.57,56.37,58,812923
XRX,1-22-22,36.84,37.04,36.04,36,1619787
XYL,1-22-22,33.79,34.12,33.47,34,827544
YUM,1-22-22,69.23,69.63,68.67,69,5373405
ZBH,1-22-22,99.27,99.77,98.21,99,921587
ZION,1-22-22,21.53,21.745,21.22,22,3626260
ZTS,1-22-22,43.59,43.82,43.1,43,3397483
AAL,1-25-22,40.02,40.16,38.82,39,10113170
AAPL,1-25-22,101.52,101.53,99.21,99,51794525
AAP,1-25-22,144.99,146.33,143.24,145,853747
ABBV,1-25-22,59.03,59.81,58.18,59,9681896
ABC,1-25-22,91.99,92.23,91.05,91,2439425
ABT,1-25-22,40.03,40.16,39.58,40,5304620
ACN,1-25-22,102.21,103.15,101.24,102,2962051
ADBE,1-25-22,88.39,89.26,86.63,87,3945006
ADI,1-25-22,51.27,51.52,50.7711,51,2642166
ADM,1-25-22,32.9,33,32.36,32,5782959
ADP,1-25-22,80.37,81.01,79.99,80,1798479
ADSK,1-25-22,48.81,49.19,47.86,48,1684905
ADS,1-25-22,248.58,249.67,244.6,245,488555
AEE,1-25-22,43.06,43.09,42.5375,43,1783624
AEP,1-25-22,58.54,58.56,57.67,58,3639702
AES,1-25-22,9.13,9.19,8.74,9,7285307
AET,1-25-22,108.68,108.8399,105.22,105,1853036
AFL,1-25-22,57.24,57.63,56.435,57,3149270
AGN,1-25-22,297.87,298.97,293.02,296,2159089
AIG,1-25-22,56.18,56.47,55.32,55,10235231
AIV,1-25-22,37.72,38.24,37.49,38,1210847
AIZ,1-25-22,79.42,80.2,77.9995,78,698180
AJG,1-25-22,37.58,37.59,36.86,37,767189
AKAM,1-25-22,46.81,46.9,45.64,46,1413870
ALB,1-25-22,51.09,51.25,49.7,50,1634121
ALGN,1-25-22,60.81,61.33,60.17,60,334006
ALK,1-25-22,73.03,73.79,69.57,70,1701830
ALLE,1-25-22,59.69,60.35,58.83,59,1114665
ALL,1-25-22,58.31,58.46,57.62,58,3852370
ALXN,1-25-22,158.65,160.15,154.21,155,1282637
AMAT,1-25-22,17,17.16,16.9,17,9212120
AMD,1-25-22,2.01,2.15,2.01,2,13080926
AME,1-25-22,46.79,46.93,45.9,46,1290913
AMGN,1-25-22,156.18,158,153,153,4765120
AMG,1-25-22,134.17,134.885,127.56,128,727981
AMP,1-25-22,92.38,93.15,90.02,90,1507096
AMT,1-25-22,93.28,93.39,90.93,91,2895266
AMZN,1-25-22,597.99,608.5,594.56,597,4396079
ANDV,1-25-22,89.52,90.51,85.63,86,1982475
ANSS,1-25-22,86.33,86.79,84.4907,85,331839
ANTM,1-25-22,141.75,141.75,137.67,139,1944916
AON,1-25-22,86.19,86.63,85.24,86,1453963
AOS,1-25-22,32.685,32.8,32.035,32,1491758
APA,1-25-22,38.36,40.64,37.38,37,5861424
APC,1-25-22,34.6,35.65,32.25,32,9761636
APD,1-25-22,118.91,119.2,116.15,116,1109015
APH,1-25-22,48.54,48.71,48.01,48,1700245
ARE,1-25-22,78.26,79.4,77.3503,77,417223
ARNC,1-25-22,20.43,21,20.28,20,11343457
ATVI,1-25-22,35.76,35.87,34.63,35,8582477
AVB,1-25-22,174.88,177.48,173.31,174,850248
AVGO,1-25-22,124.43,124.98,124,124,6135937
AVY,1-25-22,60.14,60.39,57.955,58,1273450
AWK,1-25-22,62.76,62.9499,61.31,61,1056032
AXP,1-25-22,54.46,55.77,54.14,55,18498255
AYI,1-25-22,198.75,199.22,192.1503,192,369851
AZO,1-25-22,728.81,738.95,727.73,729,220887
A,1-25-22,37.4,38.03,37.4,38,1831240
BAC,1-25-22,13.54,13.55,12.94,13,186419100
BAX,1-25-22,36.03,36.5,35.93,36,3869996
BA,1-25-22,124.6,125.24,123.4,124,4551572
BBT,1-25-22,31.8,31.88,31.075,31,7275255
BBY,1-25-22,27.2,27.43,26.915,27,5654339
BDX,1-25-22,145.12,146.7,144.69,145,974621
BEN,1-25-22,33.79,34,32.49,33,4352169
BF.B,1-25-22,46.065,46.605,45.705,46,1166772
BIIB,1-25-22,269.46,271.2099,261.3,262,1792368
BK,1-25-22,35.02,35.2,34.56,35,8933717
BLK,1-25-22,300.06,300.94,289.2,290,1010540
BLL,1-25-22,34.165,34.375,33.105,33,3459944
BMY,1-25-22,64.23,64.42,62.64,63,7957093
BRK.B,1-25-22,126.55,126.9,123.9,124,5251513
BSX,1-25-22,17.81,17.97,17.46,18,9349387
BWA,1-25-22,28.92,29,28.16,28,3843678
BXP,1-25-22,119.21,120.38,117.6,118,727145
CAG,1-25-22,39.9,40,38.925,39,4131339
CAH,1-25-22,81.73,82.293,81,81,2113281
CAT,1-25-22,58.96,59.35,57.76,58,10971519
CA,1-25-22,26.55,26.67,26.15,26,4111821
CBG,1-25-22,28.54,28.64,27.27,27,4038497
CBOE,1-25-22,64.83,65,63.21,63,519709
CBS,1-25-22,46.65,46.935,45.84,46,4575662
CB,1-25-22,109.95,109.99,107.82,108,2984995
CCI,1-25-22,81.58,82.18,81.13,81,2472218
CCL,1-25-22,49.55,49.8,48.68,49,4936878
CDNS,1-25-22,19.46,19.56,18.855,19,2689536
CELG,1-25-22,109.24,109.91,106.55,107,5388957
CERN,1-25-22,56.96,57.26,56.02,56,2027249
CFG,1-25-22,20.78,20.915,19.73,20,12599250
CF,1-25-22,29.49,29.55,28.24,29,4118867
CHD,1-25-22,40.175,40.29,39.64,40,2066164
CHK,1-25-22,3.27,3.6,2.95,3,26632159
CHRW,1-25-22,62.75,64,62.61,63,2699457
CHTR,1-25-22,174.9,176.51,171.68,172,1032285
CINF,1-25-22,54.9,55.02,54.11,54,710797
CI,1-25-22,138.26,138.86,135.67,136,1664468
CLX,1-25-22,126.33,127.42,124.95,125,1684323
CL,1-25-22,64.33,64.605,63.76,64,3728141
CMA,1-25-22,33.4,33.59,31.92,32,3688682
CMCSA,1-25-22,27.54,27.655,27.055,27,21362198
CME,1-25-22,84.59,85.88,84.5,85,1809159
CMG,1-25-22,447.92,448.915,431.52,442,1574437
CMI,1-25-22,85,86.09,84.02,84,1857872
CMS,1-25-22,36.64,36.66,36.2,36,1767201
CNC,1-25-22,62.87,62.98,61.13,61,1847603
CNP,1-25-22,17.69,17.81,17.02,17,4858086
COF,1-25-22,60.69,61.01,58.49,59,5711463
COG,1-25-22,18.94,19.78,18.38,18,12120496
COL,1-25-22,84.34,84.47,79.52,80,2465336
COO,1-25-22,127.22,127.67,125.45,126,572387
COP,1-25-22,36.8,37.4776,34.19,34,19646777
COST,1-25-22,154.07,154.48,150.5545,151,1820623
COTY,1-25-22,22.75,23.26,22.08,22,1903249
CPB,1-25-22,54.71,55.04,54.39,55,1993641
CRM,1-25-22,71.23,71.4,69.8,70,2765064
CSCO,1-25-22,23.38,23.515,23.14,23,64066120
CSRA,1-25-22,27.65,27.65,26.42,27,1652402
CSX,1-25-22,22.35,22.52,21.91,22,5609319
CTAS,1-25-22,82.27,82.67,81.69,82,588352
CTL,1-25-22,23.67,24.17,23.49,24,7626686
CTSH,1-25-22,60.23,61.805,60.17,61,7242733
CTXS,1-25-22,66.98,67.84,65.64,66,1961550
CVS,1-25-22,95.56,95.8,93.99,94,5734859
CVX,1-25-22,82.29,84.29,80.8,81,12370283
CXO,1-25-22,83.69,86.95,80.46,81,1546585
C,1-25-22,40.81,40.96,39.45,40,31924026
DAL,1-25-22,47.59,47.62,45.85,46,8602648
DE,1-25-22,73.8,73.9,71.7,72,2633279
DFS,1-25-22,48.31,48.59,47.485,48,4947730
DGX,1-25-22,65.98,66.86,65.43,66,700196
DG,1-25-22,72,72.8,71.72,72,2404209
DHI,1-25-22,27.7,27.7,25.825,26,10665084
DHR,1-25-22,85.37,85.65,84.24,84,3115098
DISCA,1-25-22,26.71,26.87,26.18,26,2310490
DISCK,1-25-22,26.32,26.42,25.88,26,2167052
DISH,1-25-22,48.79,48.94,46.97,47,1551223
DIS,1-25-22,96.42,96.68,95.1204,95,7812210
DLR,1-25-22,74.77,76.42,74.29,76,1475658
DLTR,1-25-22,77.3,77.68,76.25,77,1675971
DOV,1-25-22,53.18,53.64,52.49,53,2471092
DPS,1-25-22,91.05,91.72,90.42,91,2156655
DRE,1-25-22,19.5,19.7,19.32,19,2976583
DRI,1-25-22,62.1,62.59,61.31,61,2437091
DTE,1-25-22,81.37,81.43,80.53,81,862269
DUK,1-25-22,72.19,72.2898,71.52,72,2398640
DVA,1-25-22,66.72,67.17,65.88,66,742998
DVN,1-25-22,24.75,26.02,22.76,23,10370040
D,1-25-22,69.79,70.14,69.2737,70,2287302
EA,1-25-22,69.29,70.4922,68.76,70,5422452
EBAY,1-25-22,26.4,26.55,26.1,26,9867137
ECL,1-25-22,104.48,104.89,103.08,103,1206046
ED,1-25-22,68.17,68.23,67.48,68,2131345
EFX,1-25-22,104.63,104.695,103.72,104,1024027
EIX,1-25-22,59.8,60.01,59.21,60,2124890
EL,1-25-22,84.63,85.14,83.3704,83,2124306
EMN,1-25-22,62.13,62.62,60.63,61,1021002
EMR,1-25-22,42.99,43.1,42.18,42,4471399
EOG,1-25-22,64.62,66.15,61.51,62,4969205
EQIX,1-25-22,296.26,306.31,295.78,300,1369679
EQR,1-25-22,77.61,79.2,77.15,78,1843092
EQT,1-25-22,56.61,58.27,56.24,56,2412757
ESRX,1-25-22,72.21,73,71.51,72,7249107
ESS,1-25-22,224.86,227.22,222.46,223,432465
ES,1-25-22,51.62,51.97,51.22,52,1950669
ETFC,1-25-22,23.81,24.18,23.27,23,6270589
ETN,1-25-22,48.23,48.56,47.15,47,2505955
ETR,1-25-22,68.65,68.73,67.23,68,985214
EW,1-25-22,79.1,80.7,79.078,80,1398724
EXC,1-25-22,28,28.1,27.14,27,8437051
EXPD,1-25-22,43.32,43.53,42.99,43,1586209
EXPE,1-25-22,106.88,107.86,104.98,105,1852687
EXR,1-25-22,87.74,88.99,87.28,88,1140271
FAST,1-25-22,37.82,38.07,36.76,37,3373178
FBHS,1-25-22,48.09,48.56,47.39,48,798626
FB,1-25-22,98.72,99.48,96.93,97,32482021
FCX,1-25-22,3.87,4,3.81,4,51509400
FDX,1-25-22,127,128.05,125.71,126,2737624
FE,1-25-22,32.28,32.32,31.775,32,3435705
FFIV,1-25-22,93.61,95.774,93.4,94,1914930
FISV,1-25-22,90.4,91.49,89.97,90,1275416
FIS,1-25-22,59.17,59.65,58.76,59,1271781
FITB,1-25-22,15.78,15.88,14.9,15,24445604
FLIR,1-25-22,30.37,30.71,30.1,30,1321730
FLR,1-25-22,42.55,42.94,42.02,42,1785268
FLS,1-25-22,36.8,37,35.87,36,1087825
FL,1-25-22,65.35,65.49,64.3,64,1650300
FMC,1-25-22,34.91,35.1,33.63,34,949479
FOXA,1-25-22,26.24,26.3,25.97,26,16416971
FOX,1-25-22,26.24,26.31,25.97,26,3929488
FRT,1-25-22,149.28,150.53,147.09,149,908898
FTI,1-25-22,23.61,24.54,23.37,23,4773440
F,1-25-22,12.3,12.31,11.93,12,96738579
GD,1-25-22,126.01,126.33,124.43,125,1787958
GE,1-25-22,28.32,28.49,28,28,44848832
GGP,1-25-22,26.84,27.46,26.46,27,6322637
GILD,1-25-22,91.53,93.537,90.43,91,10188429
GIS,1-25-22,55.28,55.325,54.72,55,2848029
GLW,1-25-22,17.05,17.13,16.62,17,13527446
GM,1-25-22,29.33,29.59,29.015,29,33627693
GOOGL,1-25-22,743.84,752.46,732.501,734,2267031
GOOG,1-25-22,723.58,729.68,710.01,712,1711716
GPC,1-25-22,79.44,79.98,79.02,79,881013
GPN,1-25-22,58.79,59.18,57.55,58,2309244
GPS,1-25-22,23.77,24.09,22.94,23,6190747
GRMN,1-25-22,33.75,33.83,33.15,33,1045483
GS,1-25-22,156.4,156.53,151.12,151,5051693
GT,1-25-22,28.33,28.42,27.455,28,2963503
GWW,1-25-22,187.18,187.37,182.748,186,1058764
HAL,1-25-22,30.13,30.66,29.23,29,18800650
HAS,1-25-22,72.72,73.23,70.74,71,1597862
HBAN,1-25-22,9.09,9.15,8.79,9,71293780
HBI,1-25-22,29.11,29.32,28.92,29,3000905
HCA,1-25-22,65.75,66.47,65.35,66,2193546
HCN,1-25-22,67.68,68.44,66.64,67,1895224
HCP,1-25-22,36.96,37.15,36.36,37,3345924
HD,1-25-22,123.38,123.85,121.56,122,4854686
HES,1-25-22,37.16,37.84,34.28,34,10090492
HIG,1-25-22,38.66,38.82,37.57,38,3180494
HII,1-25-22,122.68,123.29,121.57,122,421899
HOG,1-25-22,40.88,41.43,39.9,40,3119667
HOLX,1-25-22,35.03,36.005,34.56,36,2983885
HON,1-25-22,97.58,97.72,96.37,96,2431821
HPE,1-25-22,13.29,13.55,13.12,13,11183427
HPQ,1-25-22,9.79,9.8061,9.45,9,14556839
HP,1-25-22,45.73,46.62,43.9,44,2595254
